text,stars
Restaurant is clean also like that it has hint of modern touch. Tried brunch and lunch. Both were good.,4
"This was probably one of the best finds I have found in Las Vegas, and it's not on the strip! YAY! Located just south in Henderson right off HWY 215, this is such a beautiful facility.  The staff here also has the utmost value in customer service - I never experienced anywhere else in Vegas, the CS that they demonstrate here.  Highly recommend!",5
The food is so fresh and so many options.  Thank you Trinity for helping me make the perfect bowl!,5
"Michael's Pizza Bar has pizza that is virtually unmatched. The crust, sauce, everything is perfect. The prices are great and the staff is so friendly. 

I used to live in Pittsburgh and would come here regularly on Saturday afternoons with my family. The server got to know our family and we always looked forward to catching up with her. Now that I'm in Chicago with tons of pizza options, Michael's still ranks towards the very best I've had. I make sure to dine here when I come back in town. 

Do yourself a favor- start with the twistys. I'm drooling just thinking about them.",5
"This was the best plumbing company I have used in the PHX area!! Kerry was to be here between 800-0900, arrived at 0750!! most impressed and he had not started to work yet! Very nice and helpful. Got right to work and was done 2 hours later. I was guessing about $300+ for the work and it was only $240!! When someone asks me if I know any good plumbers? I can yes, Coyote Plumbing. They have 30 years in the Biz!

Thanks
paul ortman
mesa az",5
"Review as recipient: Tiger Lily provides some of the most beautiful and unique flower arrangements I have ever been fortunate enough to receive. They use a mixture of flowers and no two arrangements are ever exactly alike. I don't think I've ever received anything in a typical vase, but rather in tall glass jars or shallow pots. Their work really is magnificent.

Review as sender: Unfortunately, they have a policy that requires an order to exceed a certain dollar amount to qualify for delivery, even though they charge for delivery. Makes absolutely no sense and therefore the reason for a mediocre rating. 

Expect to spend more than the average florist, but upon delivery (if you qualify) the arrangement is sure to impress.",3
"I had a wonderful time at this steakhouse ordering from the bar.  
The bartender was attentive and offered me some wine tastes to see what would go best with my meal.

There was a small mistake on my appetizer, but the one that they brought me by accident was awesome and much better then what I had actually ordered so that was great.  And they took off my first glass of wine which just shows how awesome the service is.

The skirt steak I ordered was wonderful and I was almost tearful when it was gone; the side of scalloped potatoes were equally amazing.  It almost tasted like there was a hint of truffle oil.

I think that they were supposed to give me some complimentary fries, but I never got any until I called up my friend to come and join me; and then I ate some of his.
But I enjoyed the meal so much I didn't mind the few mistakes.

If I had more time I would have come back!",5
"Gameplay is great! However... in my hour and a half session... I saw my waitress 3 times. One to get my order then bring it, and one to ask if I wanted anything else (a polite no was my response). I had to ask the bartender for my check only to have my waitress sent to me immediately blaming other customers for her delay. I spent a good 20 minutes of my session waiting on co2 refills, and watching the young man in charge of that use a rifle in a nearby booth. 

I used to love this place -- it's obviously declined.",1
"I was going to give this place a 4 or 5 until I read conrads review!

Everything looked beautiful and great quality but I guess beware...

Everything was super-cheap/on sale this week, go bad economy!",3
"Deans house is where my family goes for Chinese food whenever we eat out. We usually get the dinner for three, and get rice, noodles, 3 kinds of meat, and some wonton soup. Everything is standard Chinese fare, not great but it's good. Not sure why there's so many negative reviews.",3
"I've been looking for a decent AYCE in the Vaughan region for some time now and stumbled upon a review of this place, so I decided To try it out.  This is my second time and the service never disappoints. For $24 bucks for two at lunch you couldn't go wrong. My girlfriend and I tried dynamite, spider, spicy salmon, and green dragon rolls and they were delicious. In addition to that we ordered a few off their teriyaki and fried section and the miso soup. All in all the food was great, service was excellent, and the price was reasonable. This is my spot in Vaughan if I ever crave sushi.",4
"I come here because I'm in training for work for many and I am staying in a hotel close. I had clothes that needed to be cleaned so it convenient.

I arrived last night around 6:15/6:30 to pick up the clothes I dropped off last week and they were closed. I thought it was strange because the sign on the door says they are open from 7 am to 7 pm on Thursdays....so I left empty handed.

I arrived today at 7 am (right when they open) and they were closed. But the sign on the door says they are open from 7 am to 7 pm on Fridays as well! 

I really want my clothes....I hope they will be open at some point. But besides not being open when they are supposed to, I guess I haven't had any major problems.",2
"Although there a lot of Thai places around Las Vegas, I am still looking for my one place that I can always count on. Krung Siam is ok, but not sure it is my favorite of all places. The service was ok - it was not a busy night and they somehow managed to not get our order correct, even though the server had repeated what we wanted. 

We ordered the yellow curry with tofu, beef drunken noodles, and the spicy chicken wings. The flavor for all of the dishes were good, although for medium spicy, it felt like it was more mild. Each Thai place is very different as I have been to other places that their mild was more like hot. I wish the restaurants were more consistent. For the price, the portion sizes were decent, but not huge. They also charge for extra rice. 

The one good thing is they do have happy hour drinks/beers - so go before 8p and get your pints/pitchers for a great price!",3
"I am sad that the fantastic sandwiches and soup from before are now gone. 
The food was ok but not outstanding.",3
"I was hungry. My aunt was hungry. Those were the only two reasons I went to this place while out visiting Boulder City.

The pizza portions were ridiculously huge, but y'know, there was nothing special about this place other than its cheap prices. The cheese on my slice was overly greasy and no matter what you do, NEVER order their fries because they're out to make you fat.",3
"I am definitely a fan of their tuna ahi sandwich and their fontina burger, along with their fried zucchini and garlic fries! Be sure to get there early during the weekends or after the afternoon rush!! Not going to lie I love the farm grill more than Joe's BBQ! Friendly staff, great surrounding neighborhood and atmosphere!",5
"Just got back from vaccinating and micro chipping my dogs. I usually make the trip out to the Humane Society but I searched for something closer this time and figured I'd give this clinic a try. 

I got in at 6:20am with three pets in front of me, and was out by 6:40am; with my TWO dogs fully vaccinated and microchipped. I felt awful because I forgot their collars in my other car, but the staff was super patient with me.

From receptionist, to vet techs, to veterinarian...everyone was very gentle & loving with my pups, friendly, knowledgable, and helpful. Much friendlier than I'd be if I were dealing with the public at 6am. 

2 dogs fully vaccinated and microchipped for $142?? You can bet I'll be back for my dogs' dental cleanings, not to mention all their vaccinations. I'll definitely be recommending this to everyone at the dog park & all the other fur-parents I know! 

Thank you millions!!!",5
"Unfortunately, I have to post an updated review for this Fausto's. The original was five stars, but this location has gone downhill the past year or so. 

The first thing is that they used to have three delicious salsas that I used for every meal. They were great. However, those are no more. 

Now there are only two salsas that are both pretty bad. Tonight they were so runny I couldn't even get any to stay on my chips. Sad!

To make this issue more pressing, the entrees seem to have lost all flavor and I have no delectable salsa to mask that fact. I had enchiladas and a taco and both were incredibly bland. 

This used to be a place I'd bring friends from out of town to try and now I think I may have just made my last visit. 

I just hope management reads this and fixes things because I saw other reviewers stating the same thing.",2
"Great food everytime i went there. Great service, Clean place, good price.
Good for dating. , alone, with a group of friends or Family.",5
"I purchased a home package when I moved to Vegas in April...and they delivered it to my home in VEGAS...6 months later my lamps stopped working.  I took them back to the store in VEGAS where I purchased them.  I was told that the new lamps would arrive in a week...Two weeks passed, no lamps.  I called them today...my lamps are in PA where I moved from...NOT VEGAS...They are acting like its my fault...UGH!  Its Thanksgiving week and I will have no lamps in the living room...UGH!!   Can't pick up new lamps at the store...have to have a dark home on the holiday...UGH!  they have officially lost me as a customer.",1
"All I have to say is WOW! We've been trying to come here for months. Finally got a reservation! Got the guacamole sampler (goat cheese was our favorite). Got the margarita flight (habiscus was our favorite). Had the sea scallops for my entree and it was absolutely incredible. Best scallops I've ever had. The creamed corn that it came with was super delicious. Tried the fried ice cream for dessert and it was only okay. Apparently, the jalapeño bread pudding is the dessert to get. Overall, best restaurant in CLE that we've been to.",5
"Food is alright, prices are cheap. Service isnt the best, they dont really pay attention
Food takes forever to get to the table",3
The best vintage store! The husband and wife owners and staff are so friendly and helpful. I was lucky to get their one on one attention and felt no up-sell pressure. The wife owner really wants you to leave happy. The prices are ridiculously affordable and their selection is amazing. Saw the cutest 1950s and 1960s dresses for like $30-$35. Some store on Melrose avenue in Los Angeles buys from here and then jacks up prices - might as well go directly to the source. Gotta feel pretty good supporting both local mom and pop businesses and downtown Las Vegas.,5
"Ate here a couple of years ago but unlike e by Jose andres it's a little bit harder for me to recall anything truly spectacular about the experience.  The food was good but not that memorable.  I remember the candy cart being very awesome but can't recall specifically any one dish that stood out.
The atmosphere was very serious and formal which didn't really contribute to my enjoyment of the food that much.  I remember all around us people speaking to each other in low hushed tones as if we were in an art museum rather than a restaurant.  I feel that being in a setting where you must treat your meal with such reverence detracts from the food somehow; additionally service was coldly polite so that didn't help things.
If you must, don't do the full menu, there were a lot of extras on the menu and its easy to get full before even the meat courses start.",4
Prices are pretty high but it is on the strip. A good relief from the sun.,4
"Cabo Fish Taco?  No, Cabo Fish Taco HEAVEN. This place will ROCK your mind as you take each bite with total confusion of how good a taco can taste. There aren't enough words to describe the amazing freshness and quality of the food that play a part in the spectacular creation of the flavor profile in each taco. From the complimentary corn salsa and chips to the last bite of food on your plate will leave you speechless. A giant smile  on your face says it all as you regretfully will have to leave and move on with your life. But remember one thing, you experienced the wonderful hospitality of the wait staff and the amazing food.",5
"So the service is great, the ambiance is good and the food is adequate.  An Italian place that does not make it's own meatballs.. come on. Yes I know they are bought as I have worked in the business.  Want so much better from them.",2
Love coming here on game days! Good food  and great staff!! I would recommend this place!,5
I was captivated to come inside given the neon flashing bunny sign. The place is quite small but cozy nonetheless. We ordered the eggs florentine (spinich eggs benny) and eggs hemingway (smoked salmon eggs benny) which came with salad on the side. The food did take quite a bit of time to come but our waiter was a pleasure. He was witty and made the dining experience enjoyable. The portion of the meal was decent with the poached eggs done nicely and the salad dressing was good.,4
"I recently stayed at this hotel with a group of eight gentlemen as part of a bachelor party weekend.  The location was great, rooms tastefully decorated, and the service at the front desk was top-notch.  The only issue the group had was the poor quality toilet paper they provided in the rooms.  After some late evenings, lack of dietary constraint, and countless kilometers walked sightseeing, the inferior toilet paper left several group members chaffed and sore.  I would recommend this hotel, but might suggest bringing in a few roles of nice toilet paper or hope they invest in some higher quality supplies.",4
"How is it possible I have not written a review for this place? From the check-ins, tips and uploaded pictures, I could swear I moved a cot into the front space of the restaurant to camp out. It's obvious that Pho/noodle houses are a rarity in Scottsdale. I'm not talking about fancy schmancy because any Asian or noodle lover knows the authentic noodle houses aren't about the pretty packaging. It's what is inside. This gem hands down is consistent good food, good service and a price tag that doesn't dent your wallet just because you live in the most livable city of AZ. 

Pho is the perfect warm, hearty meal when you seek comfort. You get abundant fresh veggies consisting of the usual basil and sprouts, fresh homemade noodles and flavorful broth. I will note that even the veggie pho is incredible with the baby bok choy, broccoli, and just add tofu to the order for your protein substitute. My other go to dish is the item V1, grilled pork and shrimp noodle salad bowl. The grilled flavor of the meats scream such goodness. The egg roll and veggies are perfect crunch. With this kind of healthy and taste that doesn't disappoint, I can't imagine picking greasy food over this kind of option. Let's be honest, the only time grease is an option is for those late night outings. Pho is the perfect hangover cure!!

Like any place that offers attentive service and food that never fails to please, you will have a crowd. But the staff is always efficient in cleaning tables and turning it around in time to be out the door to punch in your time clock if needed. I do adore how the entire family and staff take pride in this love nest. They want you to stay and you are never short of a friendly personable greeting by anyone. Why would you eat anywhere else?",5
"Let me start by saying, I have not truly had a UTL experience yet; however, my mother and her friends went to the UTL and I requested that she bring back a dessert for me.  She called me and read all of the delicious sounding desserts, I selected the Lemon Bundt Cake for her to bring back.  When the dessert was presented to my mother and her friends, they thought the cake looked very familiar to a ""Sam's Club"" cake or ""Costco"".  They asked if the desserts were homemade, particularly the Lemon Bundt Cake, the server stated that the cake is ""outsourced"".  

When I opened the take home box with the Lemon Bundt Cake, I looked at my mother and said to her, ""This looks like a Costco's or Sam's Club cake.""  My mother kind of chuckled and said ""that is exactly what we thought.""  I asked how much I owed her and she said it cost $5.95 but don't worry about it.   I am extremely disappointed and slightly disgusted that the UTL charges $6 for a slice of Sam's Club or Costco's cake.  My expectation exceeded the UTL's potential to produce a high quality dessert.

On a better note, I will say that my mother had a pleasant dining experience, sans the dessert, and I am not opposed to personally visiting the UTL; I just will not order dessert.",2
Cool atmosphere and good coffee and food. I had an croissant sandwich and cafe mocha and enjoyed every bit of it.,5
Best sushi in the state! We have ordered so many different dishes and they are all outstanding. I would eat here every day if possible. 10 stars.,5
"Just celebrated my birthday with dinner at Gallagher's.  Yes it was really good. We were seated close to the kitchen and boy did I have a big reminder of what hard work restaurant work is!!!  
I mostly wanted to comment on the service. It was exceptional. Bryan was our server and Mikey was his helper(?). They were so nice and friendly. Came around just enough. 
We're local so don't know when we will return. There are so many more steak houses we need to try!! Thanks Bryan and Mikey for singing ""Happy Birthday""",5
"The Big Jim's omelette has made this location of the chain up to five stars. The omelette only has white meat chicken , cheese and mushrooms inside, but it was that Big Jim mushroom sauce that gets poured over the top that took this dish literally over the top. It was creamy and dreamy and a great suggestion by the purple tinted hair very nice waitress. Just a good flavor in every bite. The solid hash browns and English Muffin rounded out at nice breakfast at about $12. Protein pancakes also still getting good reviews.

The only issue here is that they use a Wheat batter for pancakes and waffles. They need to find some buttermilk and then it could crack the Big 5 in Scottsdale.",5
"I have a Jeep SRT and it was wrecked in december.  The paint work was excellent.The body shop manager and staff were all very nice.  When i picked the car up the mechanical work was not done properly and i noticed it immediately. A $17,000 repair and they didnt bother to sufficiently road test the car.  They totally missed a bad strut and control arm. The noise these defective items made sounded like the front end was falling off the car.  After 5 total months and almost $20,000 the car still isnt right...yes, u read correctly, almost $20,000.  NOT ONCE did any of the management attempt to make this misearable situation better.  Also know, they acknowledged the repair was wrong after i pointed it out so dont think im a bad oversensitive consumer...they admitted the problems were real.  Any business can make a mistake....its what happens after the mistake that matters...and sadly nothing positive happened on any level.  Nice people are great...but when its work on my car, id rather have someone who knows what they are doing....sadly it appears no one here does...id trust jiffy lube with this car before id take it back here.",2
"Mache Bacchus is amazing.  Entering thru a fine wine shop, you can pick up something reasonably price.  Then, proceed to your table.

On the outdoor deck, you'll be treated to live music, and a spectacular view of the lake.  Although man made, you would never know.  Alas, I became fooled many of time.

This is particular a good choice for a romantic evening, or comfortable and nice enough for a group of friends for an afternoon.  Delightful.

I recommend the Steak Frites ($25), Moules Mariniere (mussels, $19), and the Roasted Chicken ($22).

Wonderful, wonderful place.  Also, it is miles from the strip, and provides ample parking.",5
I love going here because it is near my house! Usually I'll  call and walk over. The ladies are super friendly and the prices are fair. You wouldn't expect the salon to be so huge but up the stairs they essentially have the whole top floor of the two storey building. It is a super nice loft. They do spray tans and massages there too!,4
Beautiful decor! Cozy atmosphere. The food and drinks are delish AND well priced!! The waitstaff is super friendly. Definitely my favorite spot in Monkland village. Highly recommended!!,5
"Qdoba what happened!!!! You guys came to Cleveland After success in Mentor and did a great job. The food and customer service was fantastic when you first opened. Now you get sub par meat that has been held in a hot unit for who knows how long. Not that clean anymore. No more foot traffic and you have closed locations in the area. Please rethink your community presence because you have a great product going for you or shall I say had. I know I know I may be harsh but someone needs to wake up the owner and get this place thriving, yeah Chipotle has a strong following in EVERY community it touches but think about the other half they are not touching. People with tolerance to spices, Families, elderly that want to sit and watch that hanging tv of yours. Get it right or move along....",1
"The place is nice and clean, we were seated immediately. The staff was nice and very attending. I ordered a pizza and I must say it was delicious. I try pizza everywhere I go and I must say this is on my top 10 list. The crust was perfectly charred and flavorful. My wife had the steak sandwich with onions and actually liked it(she is picky). Great service great food and over all a great restaurant.",5
"One of the food places inside Desoto Central Market. 

Loved sitting at the counter and watching them shuck my oysters. So many selections, so fresh, so many sauces. 

They have happy hour too.",5
"Checked into trump towers for our honeymoon. We traveled from austin Texas to experience Las Vegas. 

Positive
Rooms are spacious with a large bathroom. TV inside the mirror in the powder room. Beautiful views of the strip. Heated pool and awesome fitness room. Complimentary water and valet service. Fresh squeezed orange juice was delicious and you can never go wrong with starbucks coffee. Hotel shampoo and conditioner are larger bottles that smell very good. The shower is huge and the bed is very comfortable. 

Negative 

We checked in and noticed a very loud wind noise in the room. When we called the front desk they said its common because it's windy out. We requested someone come look and they sent an engineer who already had replacement parts in hand when he entered. He explained the vent was broken and he replaced it which immediately dulled the wind noise. He said its common for this hotel and has a few more rooms to go to with the same issue. 

Room service food quality was very poor. Pizza appeared to be frozen with small amount of toppings. Calamari, I could have made at home from a frozen bag. Very oily sautéed spinach. 

Shower temperature was finicky. It was either scaling hot or super cold. Too lengthy period to get water temp to my liking. Similar issues with my friends in a neighboring room. 

Minor Stains on the curtains and major on the carpet when you enter the room. 

Hotel manager delivered our baggage then proceeded to disclose that the train is very loud when passing the hotel. Boy was he right. Once at night and early morning the training sounded its horn and wow we got out of bed early. I'm not sure if the hotel will remedy that eventually in the future, but had we known about the train we probably wouldn't have stayed in this hotel. 

Over all we had a pleasant experience. We were not in the hotel much but for 190 a night we get what we pay for. 

Nice staff and very helpful valet.",3
"Duffs famous wings are famously not that great. They are expensive for what you get and the flavours are really poor compared to say St Louis or I wings on Queen. My girlfriend and I have been here several times, each time expecting better, but do not get the other Yelpers recommendations. Poor fries, poor wings, average service and an average setting/ ambiance. 2 out of 5. If u love great wings try elsewhere!",2
"Great overall presentation. Friendly staff, great food selection. Just had the pho noodle soup for their soft opening and it was delicious. Just needed more flavor in the broth and separation of the noodles if you ask me",5
"Attend a retirement dinner for a friend here in Las Vegas.   I was gladly surprised at this beautiful dining room ... the location is downtown and at first I was a bit worried, but they offered friendly valet parking and a great full service bar.   The food was gourmet and delicious.   We all had a great time and would recommend this gem of a banquet hall to everyone!   Bon Appetite!",5
"A few months ago someone told me the best chips and salsa and guacamole was at some Blanco place at The Clarendon. I went there to find that it had closed. I was told the chef went over to Otro Cafe.

I eventually found it and went in to get some chips and salsa. First, they neglected to tell me they didn't actually have salsa. They had a green Chile salsa and a Chipotle salsa, but not the typical chunky salsa with tomatoes and such. Second, somehow the chips were stale, yet the bag managed to leave grease stains on my counter at home. The guacamole was good, though. Most people put too much garlic powder in their recipe, but this was just right.

I haven't tried their menu yet, but for the price I paid (like $8) for stale chips and not salsa, I'm not sure I'm willing to venture a night out with friends to overpay for  food that may or may not be quality.",3
"The staff is super nice and as tourist oriented this is, I like that they keep lanes open for locals too!",5
I feel you can't go wrong here.  Everything here looks greet.  Been here a few times and so far everything I've had was good.  No disappoint so far.  It can get busy and you might have to stand in line depending on the time.,5
"Fun scene, great place, met lots of cool people. Open and airy with lots of dance space except no one was dancing. Why? The music was lackluster. My friends and I tried to dance but it was short lived. More trance, house, even some techno would get things moving. Despite the boring music I had fun but doubt I'll be going back too soon.",2
"My veggie riverboat (hoagie) was soggy and fell apart. They should use denser and fresher bread for their sandwiches.

If you want healthy food, this is not the place. The menu was almost all meat sandwiches, pizza, and deep-fried appetizers.",2
"What a wonderful place! First off, beautiful restaurant especially the outdoor patio. Staff was very friendly. For drinks, I got the el diablo azul and it was sooo good. Great ratio of liquor to juice. We got the queso to start which did not have an awful artificial taste that often accompanies queso. Perfect way to start the meal. Then we got two burritos the death by ruru and the steak burrito. Death by ruru was very spicy but both burritos were huge and delicious. Prices were very reasonable. Definitely walked away full and happy. Did not try tacos but will def be back. 

TL;DR - lots of great food at an affordable price, come hungry",5
"Let's get the first thing straight. I love fish. But I hate cooking it indoors for obvious reasons. Now let's talk about how awesome the fish store is. Great sandwiches or plates  made with any kind of fish you can think of. The two I've tried is grouper and tuna. They make the sandwhich with nice fresh bread, lightly fried fish, a pesto sauce and lemon. I usually add acacia do to that (make sure you ask for it in the sandwhich otherwise they give it to you on the side for some reason.) I love the hole in the wall look and mom+pops feel of this place too. Must try for fish lovers in Toronto.",5
"Serving up the shawarma box like a boss, great overall  experience, food was very tasty, ingredients were fresh and portions were more than satisfactory. I recommend the chicken box but the chicken poutine is a no brainer.",5
"I'm really into gourmet burgers and this place hit the spot.

I went a bit different and I tried the Elk burger w/ Sweet Potato Fries.  The burger it self came out really good.  It was very flavorful and lean, good seasoning, and the toppings were great.

This place has pre-defined choices that you pick from which indicate which toppings go onto your burger.  For example, I got the Man Cave (Monetary jack cheese, Caramelized onions, Bacon, and BBQ sauce.)  It went very well with the Elk.

The Sweet Potato Fries were not that great to be honest.  I would say they were a tad bit dry lacking seasoning.  But hey, maybe it's a preference thing.  You might like them.

Service was great.  Our waiter was really nice and a chill dude easy to get along with.  

I would suggest this place for the burger alone!",4
"The tattoo lady did my eyebrows they were both different she use black color instead of medium brown. My lips got a infection with the tattoo in my lips had to get treatment for the batería with a doctor. Also, did eyeliner and it did not stay it was a mess a have to paid a professional to fix this. This lady uses the same needle to tattoo. Please be aware don't go their.",1
"Best wings in This area, I don't say that lightly. They beat Buffalo Wild Wings winking lizard and quaker steak and lube hands down! THAT BEING SAID, you are a bar with food so your main attraction should be your drink selection and atmosphere. Being that property in middlefield village, in Geauga county is selling for over 30k an acre it's time to update your draft list from bud light, Miller light , coors etc. I think they had one craft beer. I had to educate the staff on what an IPA was, and more than once was simply ignored upon arrival. If your looking for some good bar food Togo or enjoy a good dive bar, this is your place. If your looking for a place out with good service and even a subpar beer selection, look elsewhere...",2
"Sunday brunch was a blast at el hefe. Food was excellent but we had to wait a long time for drinks and our check and it was not busy. 
We will be back but hopefully to find faster service.",4
"Nice staff.  Fast service.  Free drink.  What more could you ask?

I stopped here on the way home and knocked another Bucky's off my to visit list.

Location is a bit of a pain and parking is a definite drag, but I like to park in and go in and talk with the folks rather than just drive through!",4
"There is one thing I am a HUGE stickler on when it comes to hot yoga studios: Cleanliness. As if sweating like a rainforest in a studio with twenty other people isn't enough to get your OCD flaring, Modo does an immaculate job keeping everything sanitized and clean for your comfort. I have been highly impressed with the well-kept maintenance of the studio, everything from the lobby to the hot room itself. The atmosphere in the lobby is cozy, welcoming, and a great hub to socialize with fellow studio members and meet instructors themselves. There is free tea and coffee (win!) for those who need a pick me up or are refreshing themselves after a class. The hot room is comfortable and nothing that is too scorching. The best part of the studio are the instructors, to which a range of them will pass through and each offer very unique, different vibes to every class. While I used to be a person who preferred one and only one instructor, I have learned to adapt to different expectations and experiences with different instructors here. Everyone is friendly and helpful of your skill level with yoga, this is one place where you can literally just be yourself!",5
"Dustin gave us quick and efficient help with setting up my wife's new S7, and merging 2 accounts with 3 lines saving us over $100/mo.

Been here 3 different times and each visit was frustration free and every person knew what they were doing.",5
"The kobe beef is awesome!!! 

I came here alone at 4 so I sat at the bar. All my items were cooked for me which was great! I didn't have to worry about charring my meat. 

I got the Kobe beef, spicy garlic short rib, bulgogi, and the beef toro. I pretty much liked everything except for the highly recommended beef toro. It was extremely dry. I'd probably opt for the brisket instead. 

Anyways I had a pretty good experience. The male server was extremely attractive and all the servers kept checking on me to see if everything was okay.",5
"We really enjoy coming here. It's the perfect place to go before or after catching a movie at Stonecrest. The tableside guacamole is really good, we always have to get that! They have a nice variety of tacos and have the choice of a corn soft shell! The chimichanga's are super good too and HUGE...prepare to get a to do box!",4
"Chef James Trees and his incredible team are killing it! A complete scratch kitchen...something that is tough to do. 

Fresh baked homemade bread (delish) with butter and burrata, all of our appetizers were well thought out in their flavor combinations - Yellow tail crudo- light, fresh and delicious. 

I had the Lasagnette Nero - outstanding! Huge chunks of lobster, perfectly made squid ink pasta with a little chewiness dressed in flavorful red sauce. I can still taste it! 

The Spaghetti with polpette. Again...outstanding. The flavor!!! So incredible.

My fave dessert: the butterscotch budino, though everything was fantastic, that budino won my heart. Next time I'm getting my own...I honestly can't share it and will have to stab anyone's hand who tries to eat mine. (And I usually share everything!)

Thanks to Chef James and the rest of the awesome chefs in the kitchen and staff for such a beautiful eating experience. I will be back...again and again. I haven't felt this passionate about wanting to return to a specific restaurant in a very long time. 

Cheers to you all for creating such a special gem here in Las Vegas.",5
"Absolutely one of the best dining experiences I have had in Charlotte. Bernard, the head chef and owner, makes sure your dining experience is always truly exceptional.

Global is currently located off the beaten path, but definitely a hidden a gem. The atmosphere, environment and experience make for a perfect evening. Always very accommodating, I have hosted two corporate dinners at Global and everyone in attendance has praised the service, food and experience.",5
I know I'm a pizza snob coming fron NY area but this pizza (with burrata)is outstanding!  Cooked purfectly with fresh ingredients.  We tried it a few days ago and wanted it again before we left. Service great and prices reasonable.  Highly recommended!,5
"Bogart's is just ALWAYS reliable.  They carry all types of food, including my much needed Natural Balance that PetSmart doesn't carry.  Their prices on food are very competitive, and they participate in the buy 10, get 1 free programs for many brands.  The staff is also really knowledgeable about dog food.  When my dog was going through a ""vomiting and pooping every type of food imaginable phase"", they made really good suggestions about which foods would be too rich for her system, which ones are reliable, and which ones are overrated.  Hence my discovery of Natural Balance.

Bogart's has a self wash area that they only charge $10 to use.  They also have a stamp card for buy 10 washes, get one free.  Always a good go-to in between grooming sessions for my lab.  They also have a groomer on site, but I have never used their groomer.  I'm just too attached to my other groomer!

The doggie bakery is really fun.  They have cookies, will make dog birthday cakes, and even pizza slices for dogs!",5
Some of the best beef jerky I've ever tasted!  We got to meet these guys at Country Christmas. They have so many interesting and tasty flavors and the staff is super friendly.,5
"I go here at least once a week.

Amusingly, it's basically a Subway with Tex-Mex, but higher quality.  The meat is all organic which makes it actually pretty tasty.   They do a pretty good job at moving the line through too and never have an issue with custom orders (extra rice, extra corn, etc).

Always get a similar item, and regardless of where you go, most Chipotle's are similar.   The corn might be a little hotter in some places versus others, but that's about it.

Believe me.  You could eat here every day for weeks on end.   I have before.  And it's just.... so... yummy.",4
"Decent food, decent staff, but its a stark corporate echo chamber.  Not a nice place to be.",2
Wanted a new experience for New Years... friends and I decided on Stock Bar...a fantastic experience ! The service was awesome - my barman Chris  went above and beyond making sure or drinks were full and we could enjoy the entertainment. A lively crowd was entertained by a host of the hottest guys in North America. Champaign toast... Buffett... beautifully decorated bar to bring in the new year all for a very reasonable price! We are already planning a return to bring in 2018!,5
"I have seen a ton of movies at South Point (closest theater to my house). There are pluses and minuses to coming here.
On the plus side:
1. Lots of free parking both in front (closest to the theater if you park on the south end of the outdoor lot). Plus there is a parking structure on the few days of rain in Vegas so you can pared and walk to the theater without getting wet.
2. Stadium seating so you can sit behind the guy who is 6'4"" and not have your view blocked. The aisles are wide enough so that you don't have to stand up every time the guy 2 seats away decides he needs to pee at the most dramatic moment in the film.
3. They have days with reduced rates for seeing films. Plus they participate with Movie Pass so I get in without paying anything for the movie (just the monthly rate for Movie Pass - if you don't know about it, check it out right away).
4. Large concession stand area.
5. Lots of restaurants and food stands to get a bite to eat either before or after a film.
6. Lots of screens so they usually have the latest hot film playing
On the negative side:
1. The movie theater is upstairs in the back, so it's a schlep no matter where you park and come in.
2. They don't have the reclining chairs, just over sized leather. Comfortable but not the latest and greatest in movie house seating.
3. They never play the smaller indie films.",4
Great flavors fresh fruit .. New owners as I found out . Had some negative reviews before but know is worth the trip!,5
"great paninis and salads, very friendly service. they are always busy and for a good reason, the food is amazing.",5
"I had an unpleasant experience here today which I will not go into detail about but the manager Peter was so accommodating and professional!  He took care of it right away and made sure I left happy!  Great customer service, Peter!",5
We had a great meal for my husband's birthday! Always good food! The staff are really friendly and always around to see if you need anything else. Really love it here!!,5
What a great place! This was really unexpected: high quality seafood in high quantity and at a great price. Service is quick and courteous. The selection of sushi and other seafood was more diverse than any other buffet I've been to.,5
Ordered the Las Vegas combo. Such a variety. Enough to feed 3-4 people. Staff was fine and the atmosphere was great. Worth checking it out.,5
"Had an opportunity to eat at the breakfast buffet on feb 28th, there is not much to say except, It was horrible.. The food was unbelievably bad, and tasteless.. Eggs Benedict should at the least have a sauce that can be identified.. This one was pale yellow, yet there was no taste to it at all, lemon was completely absent.. I have no idea what it was made from, but it certainly was not lemon or eggs.. While most things can be explained for bad food, stupidity is not an excuse.. The section that was serving the fresh bowls of fruits, water melon, cantaloupe, and pineapple sitting in large stainless steel bowls, packed in ice, had the HEAT LAMPS on.?. Actually had to tell them that they were ON.. Needless to say the fruit was hot on top and cold on the bottom.  This was my last trip to the 'green valley ranch' anything..",2
"At first I was uncomfortable, nervous, and for a few seconds forgot why were there in the first place. Unfamiliar places tend do this to me and I'm sure it's a disorder of some sort. So as my eyes adjusted to the dark lit space, I began to admire the wood floors, exposed brick, pulsating light fixtures, and swanky euro furniture. Then my eyes were transfixed on the sparkle behind the bar. Each bottle of booze glistened like fresh cut jewels and was displayed with precise intention to tempt and I wanted them all! Although many of the people sitting at the bar were drinking canned beer PBR to be exact. This is a cool bar and I wanted a cool drink and the choice was a dirty martini. So as we sipped our drinks and moved from one side of the bar to the other and back again admiring every detail. We nodded our heads in approval and  departed delightfully impressed with the outcome of the long awaited Side Bar. A spot we will visit again and again.",5
